Id,Name,Title,Release,Steam Rating,Average Rating,Average Rating Z,Tags
384500,Zombie Party,"<a href=""https://store.steampowered.com/app/384500/"">Zombie Party</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/384500/header.jpg"" alt=""Zombie Party""width=""200px"">",2016,77% (318 reviews),4.633398330623145,-0.5730981471728859,"Action Roguelike, Action, Indie, Adventure, RPG, Bullet Hell"
404590,Vikings - Wolves of Midgard,"<a href=""https://store.steampowered.com/app/404590/"">Vikings - Wolves of Midgard</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/404590/header.jpg"" alt=""Vikings - Wolves of Midgard""width=""200px"">",2017,"58% (2,588 reviews)",4.739399701349157,-0.42861193846094126,"RPG, Hack and Slash, Action, Action RPG, Mythology, Fantasy"
637100,Sonic Forces,"<a href=""https://store.steampowered.com/app/637100/"">Sonic Forces</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/637100/header.jpg"" alt=""Sonic Forces""width=""200px"">",2017,"64% (4,238 reviews)",5.635230630570945,0.7924592016917057,"Great Soundtrack, Character Customization, Adventure, 3D Platformer, Action, Fast-Paced"
805550,Assetto Corsa Competizione,"<a href=""https://store.steampowered.com/app/805550/"">Assetto Corsa Competizione</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/805550/header.jpg"" alt=""Assetto Corsa Competizione""width=""200px"">",2019,"90% (11,278 reviews)",6.4651740476559185,1.923721721777382,"Racing, Automobile Sim, Simulation, VR, Driving, Multiplayer"
472870,Higurashi When They Cry Hou - Ch.3 Tatarigoroshi,"<a href=""https://store.steampowered.com/app/472870/"">Higurashi When They Cry Hou - Ch.3 Tatarigoroshi</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/472870/header.jpg"" alt=""Higurashi When They Cry Hou - Ch.3 Tatarigoroshi""width=""200px"">",2016,98% (419 reviews),5.202999075142634,0.20330173795545184,"Visual Novel, Anime, Mystery, Adventure, Story Rich, Atmospheric"
1213210,Command & Conquer™ Remastered Collection,"<a href=""https://store.steampowered.com/app/1213210/"">Command &amp; Conquer™ Remastered Collection</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/1213210/header.jpg"" alt=""Command &amp; Conquer™ Remastered Collection""width=""200px"">",2020,"91% (20,400 reviews)",5.213143281969324,0.21712889863025858,"Strategy, RTS, Base Building, Classic, Multiplayer, Great Soundtrack"
426630,Bubsy Two-Fur,"<a href=""https://store.steampowered.com/app/426630/"">Bubsy Two-Fur</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/426630/header.jpg"" alt=""Bubsy Two-Fur""width=""200px"">",1993,72% (284 reviews),5.388046955442104,0.4555330673385472,"Action, Adventure, Platformer, Retro, Classic, Family Friendly"
307640,Stick RPG 2: Director's Cut,"<a href=""https://store.steampowered.com/app/307640/"">Stick RPG 2: Director&#x27;s Cut</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/307640/header.jpg"" alt=""Stick RPG 2: Director&#x27;s Cut""width=""200px"">",2011,85% (547 reviews),4.681516654953398,-0.5075099929402358,"RPG, 2D, Comedy, Funny, Simulation, Singleplayer"
251290,The Legend of Heroes: Trails in the Sky SC,"<a href=""https://store.steampowered.com/app/251290/"">The Legend of Heroes: Trails in the Sky SC</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/251290/header.jpg"" alt=""The Legend of Heroes: Trails in the Sky SC""width=""200px"">",2015,"97% (1,903 reviews)",6.894777854452622,2.5092974069514478,"JRPG, Story Rich, RPG, Great Soundtrack, Anime, Female Protagonist"
728730,Holyday City: Reloaded,"<a href=""https://store.steampowered.com/app/728730/"">Holyday City: Reloaded</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/728730/header.jpg"" alt=""Holyday City: Reloaded""width=""200px"">",2017,"81% (1,420 reviews)",4.891174909051612,-0.221733252013782,"Free to Play, Clicker, Casual, Simulation, Indie, Strategy"
631510,Devil May Cry HD Collection,"<a href=""https://store.steampowered.com/app/631510/"">Devil May Cry HD Collection</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/631510/header.jpg"" alt=""Devil May Cry HD Collection""width=""200px"">",2018,"90% (2,811 reviews)",6.745339630384854,2.305604168983729,"Action, Hack and Slash, Character Action Game, Classic, Difficult, Great Soundtrack"
295670,Hive Jump,"<a href=""https://store.steampowered.com/app/295670/"">Hive Jump</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/295670/header.jpg"" alt=""Hive Jump""width=""200px"">",2017,71% (194 reviews),4.996353078166562,-0.07836911633705593,"Platformer, Shooter, Roguelike, Arcade, 2D, Procedural Generation"
477870,Yomawari: Night Alone,"<a href=""https://store.steampowered.com/app/477870/"">Yomawari: Night Alone</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/477870/header.jpg"" alt=""Yomawari: Night Alone""width=""200px"">",2016,"80% (1,195 reviews)",5.284039112717883,0.3137641565347995,"Horror, Adventure, Cute, Female Protagonist, Anime, Great Soundtrack"
407330,Sakura Dungeon,"<a href=""https://store.steampowered.com/app/407330/"">Sakura Dungeon</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/407330/header.jpg"" alt=""Sakura Dungeon""width=""200px"">",2016,"91% (1,218 reviews)",6.160135986111751,1.507936598212538,"Nudity, Sexual Content, Mature, Anime, RPG, Dungeon Crawler"
402120,Deathstate: Abyssal Edition,"<a href=""https://store.steampowered.com/app/402120/"">Deathstate: Abyssal Edition</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/402120/header.jpg"" alt=""Deathstate: Abyssal Edition""width=""200px"">",2015,82% (271 reviews),5.578992566694403,0.7158033567798082,"Action Roguelike, Roguelite, Action, Bullet Hell, Pixel Graphics, Indie"
462680,BalanCity,"<a href=""https://store.steampowered.com/app/462680/"">BalanCity</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/462680/header.jpg"" alt=""BalanCity""width=""200px"">",2016,80% (467 reviews),3.3350794737183977,-2.3427844073465027,"Physics, City Builder, Puzzle, Casual, Simulation, Strategy"
445020,Frozen Synapse 2,"<a href=""https://store.steampowered.com/app/445020/"">Frozen Synapse 2</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/445020/header.jpg"" alt=""Frozen Synapse 2""width=""200px"">",2018,64% (194 reviews),4.331118012626413,-0.9851243013296963,"Strategy, Indie, Turn-Based Tactics, Turn-Based, Singleplayer, Great Soundtrack"
344500,Three Fourths Home: Extended Edition,"<a href=""https://store.steampowered.com/app/344500/"">Three Fourths Home: Extended Edition</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/344500/header.jpg"" alt=""Three Fourths Home: Extended Edition""width=""200px"">",2015,83% (62 reviews),4.782137195246363,-0.37035817795988174,"Indie, Adventure, Visual Novel, Atmospheric, Story Rich, Stylized"
462620,Pocket Kingdom,"<a href=""https://store.steampowered.com/app/462620/"">Pocket Kingdom</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/462620/header.jpg"" alt=""Pocket Kingdom""width=""200px"">",2016,96% (59 reviews),4.98932272410917,-0.08795190943395596,"Adventure, Indie, Puzzle, Pixel Graphics, 2D"
494840,UBOAT,"<a href=""https://store.steampowered.com/app/494840/"">UBOAT</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/494840/header.jpg"" alt=""UBOAT""width=""200px"">",2019,"79% (10,841 reviews)",5.300919682247396,0.33677338250530087,"Early Access, World War II, Simulation, Military, War, Open World"
428460,Kings of Israel,"<a href=""https://store.steampowered.com/app/428460/"">Kings of Israel</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/428460/header.jpg"" alt=""Kings of Israel""width=""200px"">",2015,88% (67 reviews),4.995264414615623,-0.07985302987478377,"Strategy, Casual, Indie, Board Game, Historical, Turn-Based"
45410,Ignite,"<a href=""https://store.steampowered.com/app/45410/"">Ignite</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/45410/header.jpg"" alt=""Ignite""width=""200px"">",2011,50% (93 reviews),3.0569739780550047,-2.721858832659566,Racing
621220,Nantucket,"<a href=""https://store.steampowered.com/app/621220/"">Nantucket</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/621220/header.jpg"" alt=""Nantucket""width=""200px"">",2018,78% (636 reviews),6.24171561484856,1.6191345118204332,"Strategy, Indie, Adventure, RPG, Simulation, Naval"
329790,Krosmaster Arena,"<a href=""https://store.steampowered.com/app/329790/"">Krosmaster Arena</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/329790/header.jpg"" alt=""Krosmaster Arena""width=""200px"">",2015,nan,3.857061154140816,-1.6312921548900166,"Free to Play, Strategy, RPG, Multiplayer, Board Game, Anime"
15210,Silent Hunter® III,"<a href=""https://store.steampowered.com/app/15210/"">Silent Hunter® III</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/15210/header.jpg"" alt=""Silent Hunter® III""width=""200px"">",2005,"86% (1,605 reviews)",4.949603598416401,-0.14209145353037245,"Naval Combat, Simulation, World War II, Submarine, Naval, Military"
422510,DEMON'S TILT,"<a href=""https://store.steampowered.com/app/422510/"">DEMON&#x27;S TILT</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/422510/header.jpg"" alt=""DEMON&#x27;S TILT""width=""200px"">",2019,95% (482 reviews),3.5748115749607274,-2.016015213912361,"Pinball, Action, Indie, Arcade, Bullet Hell, Gothic"
499900,Pulse Shift,"<a href=""https://store.steampowered.com/app/499900/"">Pulse Shift</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/499900/header.jpg"" alt=""Pulse Shift""width=""200px"">",2013,70% (10 reviews),5.2130744810196985,0.21703511882062895,"Indie, Puzzle"
410890,Higurashi When They Cry Hou - Ch.2 Watanagashi,"<a href=""https://store.steampowered.com/app/410890/"">Higurashi When They Cry Hou - Ch.2 Watanagashi</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/410890/header.jpg"" alt=""Higurashi When They Cry Hou - Ch.2 Watanagashi""width=""200px"">",2015,97% (621 reviews),5.483524849534781,0.5856751479434187,"Visual Novel, Horror, Anime, Mystery, Psychological Horror, Story Rich"
397270,A Kiss For The Petals - Remembering How We Met,"<a href=""https://store.steampowered.com/app/397270/"">A Kiss For The Petals - Remembering How We Met</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/397270/header.jpg"" alt=""A Kiss For The Petals - Remembering How We Met""width=""200px"">",2015,"93% (1,018 reviews)",4.913098657413639,-0.19184987163965797,"Visual Novel, Female Protagonist, Anime, Romance, Cute, LGBTQ+"
391460,WARMODE,"<a href=""https://store.steampowered.com/app/391460/"">WARMODE</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/391460/header.jpg"" alt=""WARMODE""width=""200px"">",2019,"61% (16,898 reviews)",4.533065865048698,-0.7098572990808739,"Free to Play, FPS, Multiplayer, Shooter, Action, First-Person"
598960,Mashinky,"<a href=""https://store.steampowered.com/app/598960/"">Mashinky</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/598960/header.jpg"" alt=""Mashinky""width=""200px"">",2018,"89% (1,719 reviews)",6.392437208811403,1.8245770597191882,"Early Access, Strategy, Simulation, Trains, Management, Sandbox"
47920,Shift 2 Unleashed,"<a href=""https://store.steampowered.com/app/47920/"">Shift 2 Unleashed</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/47920/header.jpg"" alt=""Shift 2 Unleashed""width=""200px"">",2011,"66% (2,124 reviews)",5.837506964289554,1.068173943595342,"Racing, Automobile Sim, Simulation, Driving, Multiplayer, Realistic"
640590,The LEGO® NINJAGO® Movie Video Game,"<a href=""https://store.steampowered.com/app/640590/"">The LEGO® NINJAGO® Movie Video Game</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/640590/header.jpg"" alt=""The LEGO® NINJAGO® Movie Video Game""width=""200px"">",2017,88% (586 reviews),4.980255995585622,-0.10031040273282191,"Action, LEGO, Multiplayer, Ninja, Co-op, Open World"
574310,The Mooseman,"<a href=""https://store.steampowered.com/app/574310/"">The Mooseman</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/574310/header.jpg"" alt=""The Mooseman""width=""200px"">",2017,90% (731 reviews),4.963428275873233,-0.12324759124140064,"Adventure, Indie, Mythology, Atmospheric, Great Soundtrack, 2D"
562240,The Spirit Underneath,"<a href=""https://store.steampowered.com/app/562240/"">The Spirit Underneath</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/562240/header.jpg"" alt=""The Spirit Underneath""width=""200px"">",2017,7% (13 reviews),4.866782400954621,-0.25498169957413774,"Indie, Adventure, Violent, Horror"
556160,PHAT STACKS,"<a href=""https://store.steampowered.com/app/556160/"">PHAT STACKS</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/556160/header.jpg"" alt=""PHAT STACKS""width=""200px"">",2016,nan,4.675977647335111,-0.5150599916365874,"Casual, Indie, Action, Puzzle"
518800,Lone Leader,"<a href=""https://store.steampowered.com/app/518800/"">Lone Leader</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/518800/header.jpg"" alt=""Lone Leader""width=""200px"">",2016,33% (15 reviews),5.353960687700034,0.40907144555516506,"Indie, Action, Adventure, Violent, Gore, Horror"
515910,Hooligan Vasja,"<a href=""https://store.steampowered.com/app/515910/"">Hooligan Vasja</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/515910/header.jpg"" alt=""Hooligan Vasja""width=""200px"">",2016,57% (64 reviews),5.0628675667092535,0.01229411007336682,"Indie, Casual, Action, Shoot &#x27;Em Up, Horror, Side Scroller"
509220,Save Jesus,"<a href=""https://store.steampowered.com/app/509220/"">Save Jesus</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/509220/header.jpg"" alt=""Save Jesus""width=""200px"">",2016,"90% (1,406 reviews)",4.6596784131221725,-0.5372768227983533,"Memes, Illuminati, Casual, Cold War, Puzzle, Anime"
508300,Strategy & Tactics: Dark Ages,"<a href=""https://store.steampowered.com/app/508300/"">Strategy &amp; Tactics: Dark Ages</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/508300/header.jpg"" alt=""Strategy &amp; Tactics: Dark Ages""width=""200px"">",2017,64% (142 reviews),4.726405288789981,-0.44632410003257944,"Medieval, Strategy, Simulation, RPG, Board Game, Alternate History"
504980,Elves Adventure,"<a href=""https://store.steampowered.com/app/504980/"">Elves Adventure</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/504980/header.jpg"" alt=""Elves Adventure""width=""200px"">",2016,60% (10 reviews),4.859001410769099,-0.2655876546125578,"Adventure, Action, FPS"
503300,Super Star,"<a href=""https://store.steampowered.com/app/503300/"">Super Star</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/503300/header.jpg"" alt=""Super Star""width=""200px"">",2016,"78% (3,457 reviews)",4.326717179959601,-0.9911228994878919,"Sexual Content, Nudity, Mature, Anime, Simulation, Visual Novel"
492630,Bear With Me - Episode One,"<a href=""https://store.steampowered.com/app/492630/"">Bear With Me - Episode One</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/492630/header.jpg"" alt=""Bear With Me - Episode One""width=""200px"">",2016,88% (893 reviews),5.309831048586341,0.34892010785365046,"Noir, Dark, Atmospheric, Hidden Object, Point &amp; Click, Singleplayer"
460970,Soulcaster: Part I & II,"<a href=""https://store.steampowered.com/app/460970/"">Soulcaster: Part I &amp; II</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/460970/header.jpg"" alt=""Soulcaster: Part I &amp; II""width=""200px"">",2011,84% (19 reviews),4.885832264946046,-0.22901559549692166,"Indie, Strategy, Action, Tower Defense, Real Time Tactics, Pixel Graphics"
460150,One Last Chance,"<a href=""https://store.steampowered.com/app/460150/"">One Last Chance</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/460150/header.jpg"" alt=""One Last Chance""width=""200px"">",2016,69% (36 reviews),4.605146592042696,-0.6116069567198968,"Indie, Casual, Visual Novel, Simulation, Anime, Great Soundtrack"
420970,RoBoRumble,"<a href=""https://store.steampowered.com/app/420970/"">RoBoRumble</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/420970/header.jpg"" alt=""RoBoRumble""width=""200px"">",1998,78% (14 reviews),5.212541280274271,0.21630833431150875,"Strategy, Indie, Classic, 1990&#x27;s"
412730,Days Under Custody,"<a href=""https://store.steampowered.com/app/412730/"">Days Under Custody</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/412730/header.jpg"" alt=""Days Under Custody""width=""200px"">",2015,38% (13 reviews),5.284376766493348,0.31422439882732894,"Indie, Adventure, Horror, Survival Horror, Puzzle Platformer"
407150,Trap Them - Sniper Edition,"<a href=""https://store.steampowered.com/app/407150/"">Trap Them - Sniper Edition</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/407150/header.jpg"" alt=""Trap Them - Sniper Edition""width=""200px"">",2015,nan,5.323185844747379,0.367123493830769,"Action, Adventure, Strategy, Indie, Casual, Puzzle"
391340,Ferrum's Secrets: Where Is Grandpa?,"<a href=""https://store.steampowered.com/app/391340/"">Ferrum&#x27;s Secrets: Where Is Grandpa?</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/391340/header.jpg"" alt=""Ferrum&#x27;s Secrets: Where Is Grandpa?""width=""200px"">",2015,39% (53 reviews),5.764453327073595,0.9685974664077542,"Adventure, Casual, Indie, Hidden Object"
389310,Tic-Toc-Tower,"<a href=""https://store.steampowered.com/app/389310/"">Tic-Toc-Tower</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/389310/header.jpg"" alt=""Tic-Toc-Tower""width=""200px"">",2015,50% (32 reviews),5.499368464503653,0.607270942822912,"Indie, Action, Adventure, 2D, Singleplayer, Puzzle Platformer"
377760,Fox & Flock,"<a href=""https://store.steampowered.com/app/377760/"">Fox &amp; Flock</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/377760/header.jpg"" alt=""Fox &amp; Flock""width=""200px"">",2015,86% (140 reviews),4.894604806821707,-0.2170580961957355,"Casual, Indie, Puzzle, Board Game, Horror"
373440,Stargazer,"<a href=""https://store.steampowered.com/app/373440/"">Stargazer</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/373440/header.jpg"" alt=""Stargazer""width=""200px"">",2015,73% (71 reviews),5.380707582330179,0.4455290627865168,"RPG, RPGMaker, Female Protagonist"
372490,GROOVY,"<a href=""https://store.steampowered.com/app/372490/"">GROOVY</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/372490/header.jpg"" alt=""GROOVY""width=""200px"">",2016,nan,4.871098267009702,-0.24909891598996076,"Indie, Action, Strategy, Racing, Adventure, Sports"
369040,Yargis - Space Melee,"<a href=""https://store.steampowered.com/app/369040/"">Yargis - Space Melee</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/369040/header.jpg"" alt=""Yargis - Space Melee""width=""200px"">",2015,40% (20 reviews),5.637767520222932,0.7959171340299919,"Indie, Casual, Action, Adventure, Strategy, Simulation"
365880,Mirrored - Chapter 1,"<a href=""https://store.steampowered.com/app/365880/"">Mirrored - Chapter 1</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/365880/header.jpg"" alt=""Mirrored - Chapter 1""width=""200px"">",2015,65% (79 reviews),5.2964847269740885,0.3307282731934268,"Adventure, Indie, Point &amp; Click, Mystery, Episodic, Thriller"
363670,Seeders,"<a href=""https://store.steampowered.com/app/363670/"">Seeders</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/363670/header.jpg"" alt=""Seeders""width=""200px"">",2015,nan,5.348506525176701,0.4016370957981976,"Indie, Adventure, Puzzle, Puzzle Platformer, Difficult, Co-op"
355810,Centauri Sector,"<a href=""https://store.steampowered.com/app/355810/"">Centauri Sector</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/355810/header.jpg"" alt=""Centauri Sector""width=""200px"">",2015,50% (14 reviews),5.615295080983988,0.765285855170994,"Strategy, Action, Indie, Space, Shooter, Top-Down Shooter"
354040,Hypership Out of Control,"<a href=""https://store.steampowered.com/app/354040/"">Hypership Out of Control</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/354040/header.jpg"" alt=""Hypership Out of Control""width=""200px"">",2015,nan,5.216613573676631,0.2218591138008657,"Action, Indie, Casual, Racing, Shoot &#x27;Em Up, Retro"
342890,Synonymy,"<a href=""https://store.steampowered.com/app/342890/"">Synonymy</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/342890/header.jpg"" alt=""Synonymy""width=""200px"">",2014,48% (47 reviews),5.2997759976400785,0.33521447197667553,"Word Game, Casual, Puzzle, Education, Singleplayer, Abstract"
340030,Dungeon of gain,"<a href=""https://store.steampowered.com/app/340030/"">Dungeon of gain</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/340030/header.jpg"" alt=""Dungeon of gain""width=""200px"">",2016,4% (21 reviews),4.642959433687359,-0.5600657918043584,"RPG, Indie, Roguelike, Procedural Generation, Roguelite"
339590,Crowman & Wolfboy,"<a href=""https://store.steampowered.com/app/339590/"">Crowman &amp; Wolfboy</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/339590/header.jpg"" alt=""Crowman &amp; Wolfboy""width=""200px"">",2017,73% (23 reviews),4.937228375633907,-0.15895962239990366,"Indie, Action, Adventure, Casual, Platformer"
335460,An Assassin in Orlandes,"<a href=""https://store.steampowered.com/app/335460/"">An Assassin in Orlandes</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/335460/header.jpg"" alt=""An Assassin in Orlandes""width=""200px"">",2015,93% (30 reviews),4.69302830280399,-0.4918189283571359,"RPG, Adventure, Indie, Choose Your Own Adventure"
335200,ManaCollect,"<a href=""https://store.steampowered.com/app/335200/"">ManaCollect</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/335200/header.jpg"" alt=""ManaCollect""width=""200px"">",2015,63% (44 reviews),5.500295028596638,0.6085339051035614,"Adventure, Action, Anime, Puzzle, Multiplayer, Cute"
329770,4089: Ghost Within,"<a href=""https://store.steampowered.com/app/329770/"">4089: Ghost Within</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/329770/header.jpg"" alt=""4089: Ghost Within""width=""200px"">",2015,60% (69 reviews),5.1679361116155045,0.15550882139652564,"Action, RPG, Indie, Action Roguelike, FPS, Procedural Generation"
311850,Zombie Solitaire,"<a href=""https://store.steampowered.com/app/311850/"">Zombie Solitaire</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/311850/header.jpg"" alt=""Zombie Solitaire""width=""200px"">",2013,78% (50 reviews),5.322145702559057,0.3657057178125657,"Solitaire, Casual, Card Game, Zombies, Adventure, Puzzle"
306950,Heroes & Legends: Conquerors of Kolhar,"<a href=""https://store.steampowered.com/app/306950/"">Heroes &amp; Legends: Conquerors of Kolhar</a><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/306950/header.jpg"" alt=""Heroes &amp; Legends: Conquerors of Kolhar""width=""200px"">",2014,61% (13 reviews),5.187496898493614,0.18217134392885806,RPG
