User,Game,Rating
user267,104162,10.0
user271,104162,7.0
user273,104162,6.25
user277,104162,8.0
user284,104162,6.0
user287,104162,7.7
user289,104162,8.0
user296,104162,7.0
user3,104162,7.0
user309,104162,9.5
user311,104162,8.5
user329,104162,7.0
user33,104162,8.0
user339,104162,9.0
user344,104162,9.5
user365,104162,6.0
user366,104162,8.0
user375,104162,8.0
user376,104162,7.0
user38,104162,8.0
user383,104162,7.5
user392,104162,7.0
user394,104162,7.0
user396,104162,7.5
user401,104162,4.5
user404,104162,8.0
user421,104162,9.0
user424,104162,9.0
user436,104162,9.0
user448,104162,4.0
user464,104162,6.0
user467,104162,7.0
user478,104162,3.0
user482,104162,7.9
user483,104162,10.0
user506,104162,7.0
user51,104162,8.5
user512,104162,8.0
user513,104162,7.0
user521,104162,8.0
user526,104162,7.0
user534,104162,9.0
user545,104162,5.0
user550,104162,9.0
user564,104162,8.0
user575,104162,10.0
user577,104162,8.0
user59,104162,10.0
user603,104162,9.0
user605,104162,7.5
user607,104162,7.0
user616,104162,6.0
user63,104162,8.0
user635,104162,9.0
user645,104162,8.0
user665,104162,6.0
user669,104162,10.0
user67,104162,7.0
user690,104162,6.0
user695,104162,9.0
user696,104162,7.0
user708,104162,9.0
user711,104162,6.0
user732,104162,10.0
user736,104162,7.2
user756,104162,7.0
user774,104162,7.0
user777,104162,8.1
user789,104162,10.0
user803,104162,7.9
user809,104162,9.7
user814,104162,5.0
user829,104162,4.0
user841,104162,4.0
user859,104162,6.5
user863,104162,5.0
user866,104162,7.0
user868,104162,7.0
user870,104162,8.0
user871,104162,5.0
user873,104162,8.0
user892,104162,8.0
user896,104162,7.5
user904,104162,9.0
user908,104162,7.0
user912,104162,8.0
user913,104162,6.5
user917,104162,8.0
user927,104162,6.5
user93,104162,7.0
user930,104162,8.5
user935,104162,8.5
user939,104162,7.5
user943,104162,10.0
user948,104162,5.0
user961,104162,7.0
user967,104162,10.0
user986,104162,6.0
user987,104162,9.0
user989,104162,5.0
user995,104162,8.0
user0,91872,7.5
user1000,91872,6.0
user1059,91872,8.0
user1123,91872,7.0
user1126,91872,8.3
user1172,91872,6.0
user1175,91872,7.0
user1176,91872,3.0
user1209,91872,8.0
user1282,91872,7.0
user13,91872,7.0
user1314,91872,6.0
user1320,91872,8.1
user1326,91872,7.0
user1361,91872,7.5
user1377,91872,7.0
user1385,91872,7.0
user216,91872,7.0
user271,91872,6.0
user277,91872,8.0
user290,91872,7.0
user309,91872,9.0
user319,91872,7.0
user33,91872,7.0
user35,91872,3.0
user400,91872,7.0
user401,91872,6.0
user402,91872,8.5
user405,91872,8.0
user412,91872,8.0
user413,91872,8.0
user464,91872,6.0
user483,91872,9.0
user511,91872,7.0
user56,91872,8.2
user564,91872,6.0
user575,91872,7.0
user602,91872,7.5
user603,91872,5.0
user616,91872,6.0
user659,91872,8.0
user665,91872,5.0
user695,91872,8.0
user726,91872,7.0
user736,91872,6.4
user756,91872,5.0
user779,91872,8.0
user788,91872,7.0
user863,91872,5.0
user901,91872,8.0
user925,91872,9.0
user930,91872,7.0
user944,91872,6.0
user957,91872,6.0
user961,91872,6.0
user978,91872,5.0
user983,91872,7.0
user989,91872,6.0
user995,91872,8.0
user0,172225,7.0
user1058,172225,5.0
user1059,172225,6.0
user1061,172225,2.0
user1072,172225,7.0
user1086,172225,1.0
user1090,172225,7.0
user1093,172225,5.0
user1098,172225,5.0
user1110,172225,7.0
user1152,172225,8.0
user1182,172225,6.4
user1222,172225,5.0
user1229,172225,5.0
user1232,172225,4.0
user1244,172225,6.0
user1264,172225,6.0
user127,172225,9.0
user1270,172225,4.0
user1278,172225,6.0
user1282,172225,6.0
user1293,172225,5.0
user1352,172225,3.0
user1354,172225,6.5
user149,172225,5.0
user162,172225,4.0
user182,172225,8.0
user197,172225,2.0
user20,172225,7.0
user203,172225,4.0
user216,172225,5.7
user221,172225,8.0
user254,172225,4.0
user262,172225,7.0
user264,172225,6.0
user290,172225,5.0
user3,172225,6.0
user304,172225,5.5
user317,172225,6.0
user319,172225,6.0
user324,172225,6.0
user327,172225,5.0
user330,172225,8.0
user331,172225,6.0
user336,172225,7.0
user337,172225,7.0
user342,172225,4.0
user344,172225,3.0
user35,172225,2.0
user362,172225,6.0
user364,172225,8.0
user368,172225,6.0
user379,172225,8.0
user387,172225,6.0
user390,172225,10.0
user396,172225,4.0
user4,172225,2.0
user405,172225,6.0
user406,172225,8.5
user417,172225,3.0
user427,172225,2.355
user428,172225,5.0
user44,172225,2.0
user440,172225,7.0
user443,172225,3.0
user448,172225,1.0
user46,172225,4.0
user467,172225,5.0
user480,172225,8.0
user482,172225,6.7
user483,172225,7.0
user490,172225,4.0
user517,172225,4.0
user52,172225,7.5
user523,172225,6.0
user534,172225,6.0
user538,172225,7.0
user54,172225,4.0
user563,172225,7.0
user573,172225,7.0
user596,172225,5.0
user607,172225,6.0
user611,172225,5.0
user615,172225,8.5
user622,172225,7.0
user632,172225,4.0
user640,172225,5.0
user649,172225,6.0
user67,172225,5.0
user680,172225,6.0
user682,172225,6.5
user692,172225,7.7
user713,172225,4.0
user718,172225,7.0
user72,172225,8.0
user723,172225,7.0
user73,172225,6.5
user736,172225,7.3
user741,172225,5.0
user753,172225,4.0
user765,172225,7.0
user769,172225,2.0
user8,172225,6.0
user803,172225,3.5
user809,172225,5.0
user814,172225,5.0
user823,172225,6.0
user826,172225,7.0
user827,172225,6.0
user83,172225,3.0
user833,172225,5.1
user837,172225,5.0
user867,172225,8.0
user884,172225,6.5
user901,172225,6.0
user914,172225,5.0
user940,172225,5.0
user941,172225,7.0
user948,172225,4.0
user950,172225,6.0
user957,172225,7.0
user961,172225,7.0
user995,172225,7.0
user0,272453,6.5
user1151,272453,6.0
user154,272453,10.0
user163,272453,8.0
user168,272453,3.0
user265,272453,8.524
user317,272453,10.0
user404,272453,8.0
user436,272453,8.5
user534,272453,8.0
user710,272453,7.0
user823,272453,9.0
user829,272453,8.0
user0,201920,7.5
user106,201920,5.0
user363,201920,5.5
user390,201920,6.0
user467,201920,6.0
user741,201920,2.0
user900,201920,6.0
user0,189052,8.0
user106,189052,7.0
user1195,189052,3.0
user1280,189052,8.0
user1283,189052,8.0
user332,189052,8.0
user365,189052,6.0
user37,189052,6.0
user385,189052,7.0
user426,189052,7.5
user444,189052,7.0
user638,189052,7.5
user64,189052,10.0
user665,189052,6.0
user777,189052,7.7
user788,189052,8.0
user866,189052,6.0
user96,189052,6.0
user98,189052,7.0
user0,190639,7.0
user1222,190639,5.0
user1372,190639,8.0
user601,190639,6.0
user1,423,7.0
user1082,423,9.0
user1083,423,6.0
user1085,423,4.0
user1225,423,7.0
user1226,423,7.0
user13,423,7.0
user1314,423,7.0
user272,423,8.0
user284,423,7.0
user297,423,8.0
user315,423,6.0
user404,423,6.0
user455,423,9.0
user468,423,7.0
user632,423,7.3
user834,423,7.0
user898,423,6.5
user948,423,7.0
user1,424,9.0
user1085,424,3.0
user1150,424,6.0
user13,424,7.0
user289,424,8.0
user297,424,9.0
user299,424,2.0
user320,424,4.0
user468,424,4.0
user508,424,7.0
user637,424,7.0
user756,424,8.0
user769,424,8.0
user914,424,10.0
user948,424,7.5
user1,27708,8.0
user105,27708,6.0
user1085,27708,8.5
user1145,27708,3.0
user1150,27708,7.0
user1158,27708,6.5
user1200,27708,8.5
user1201,27708,8.0
user1220,27708,8.0
user1222,27708,7.0
user1226,27708,5.0
user1230,27708,10.0
user1271,27708,6.0
user1303,27708,10.0
user1308,27708,7.0
user1314,27708,7.0
user1328,27708,7.0
user1337,27708,7.0
user1357,27708,8.0
user266,27708,3.0
user273,27708,7.0
user275,27708,6.0
user281,27708,8.5
user284,27708,5.0
user299,27708,9.0
user305,27708,8.0
user310,27708,6.8
user316,27708,8.0
user339,27708,7.0
user360,27708,7.0
user363,27708,6.0
user37,27708,8.0
user374,27708,6.0
user396,27708,7.0
user404,27708,8.0
user415,27708,6.8
user430,27708,7.0
user467,27708,7.0
user468,27708,3.0
user485,27708,8.0
user504,27708,8.0
user511,27708,8.0
user550,27708,7.0
user630,27708,7.0
user632,27708,5.5
user664,27708,7.8
user688,27708,9.0
user709,27708,6.0
user715,27708,8.0
user736,27708,7.2
user756,27708,7.0
user770,27708,4.0
user790,27708,8.0
user797,27708,7.0
user818,27708,8.0
user873,27708,8.5
user881,27708,8.0
user901,27708,6.0
user93,27708,8.0
user930,27708,8.0
user932,27708,8.0
user943,27708,9.0
user948,27708,7.0
user989,27708,7.0
user995,27708,9.0
user1,68448,9.0
user1000,68448,6.0
user1001,68448,9.0
user1007,68448,6.5
user1019,68448,8.7
user1020,68448,8.0
user1021,68448,10.0
user1022,68448,9.0
user1023,68448,8.5
user1025,68448,8.0
user1026,68448,8.5
user1030,68448,7.0
user1034,68448,10.0
user1035,68448,8.5
user1037,68448,10.0
user1039,68448,8.0
user1044,68448,9.0
user105,68448,5.0
user1051,68448,7.0
user1052,68448,7.0
user1055,68448,8.0
user1059,68448,8.0
user1061,68448,8.0
user1062,68448,6.0
user1072,68448,8.0
user1073,68448,8.5
user1076,68448,7.0
user1077,68448,6.5
user1080,68448,8.0
user1081,68448,7.0
user1083,68448,6.0
user1085,68448,8.5
user1087,68448,8.0
user1089,68448,8.5
user1091,68448,7.0
user1097,68448,6.0
user1098,68448,7.0
user1101,68448,7.5
user1106,68448,8.0
user1111,68448,7.0
user1114,68448,10.0
user1118,68448,9.0
user1121,68448,9.0
user1122,68448,8.0
user1127,68448,9.0
user1130,68448,9.0
user1134,68448,7.0
user1136,68448,7.0
user1142,68448,9.0
user1145,68448,8.5
user1149,68448,6.0
user1152,68448,8.0
user1158,68448,7.5
user1160,68448,8.0
user1164,68448,7.0
user1165,68448,7.0
user1171,68448,7.0
user1172,68448,7.0
user1175,68448,8.0
user1176,68448,7.0
user1184,68448,7.0
user1185,68448,8.0
user1186,68448,9.0
user1188,68448,9.0
user1191,68448,6.0
user1192,68448,7.8
user1195,68448,10.0
user1196,68448,8.0
user1198,68448,8.0
user1199,68448,8.0
user12,68448,9.0
user120,68448,8.0
user1200,68448,7.0
user1201,68448,7.0
user1208,68448,7.0
user1209,68448,8.5
user1211,68448,7.0
user1218,68448,8.0
user1219,68448,8.0
user1220,68448,7.0
user1222,68448,8.0
user1223,68448,8.0
user1226,68448,7.0
user1229,68448,8.0
user1230,68448,8.0
user1231,68448,8.5
user1232,68448,10.0
user1233,68448,9.0
user1234,68448,7.0
user1235,68448,8.0
user1236,68448,7.0
user1237,68448,8.5
user1238,68448,8.0
user1244,68448,7.5
user1245,68448,7.0
user1251,68448,8.0
user1253,68448,8.0
user1254,68448,10.0
user1255,68448,8.0
user1257,68448,3.0
user1259,68448,9.0
user1264,68448,7.0
user1268,68448,7.0
user1278,68448,8.0
user1281,68448,6.0
user1282,68448,8.0
user1284,68448,7.0
user1285,68448,7.0
user13,68448,8.0
user1305,68448,7.0
user1306,68448,7.5
user1308,68448,7.0
user1311,68448,8.0
user1314,68448,8.0
user1315,68448,9.0
user1319,68448,7.5
user132,68448,8.0
user1321,68448,6.8
user1326,68448,9.0
user1327,68448,8.0
user1328,68448,8.0
user1329,68448,7.0
user133,68448,7.0
user1330,68448,7.0
user1335,68448,8.0
user1337,68448,10.0
user1349,68448,8.2
user1352,68448,8.0
user1354,68448,8.0
user1356,68448,7.0
user1357,68448,8.0
user1361,68448,8.5
user1366,68448,9.0
user1367,68448,7.0
user1370,68448,6.0
user1372,68448,4.0
user1377,68448,8.0
user1379,68448,5.0
user1385,68448,8.0
user1389,68448,7.5
user142,68448,7.5
user148,68448,8.0
user151,68448,8.0
user152,68448,6.0
user154,68448,10.0
user158,68448,9.5
user159,68448,9.0
user16,68448,6.0
user160,68448,8.0
user162,68448,8.0
user165,68448,7.0
user167,68448,7.5
user173,68448,9.0
user178,68448,8.0
user187,68448,7.0
user188,68448,10.0
user189,68448,9.0
user192,68448,8.0
user198,68448,8.0
user199,68448,7.0
user209,68448,7.5
user216,68448,5.6
user221,68448,7.0
user230,68448,8.0
user231,68448,8.0
user232,68448,4.0
user248,68448,8.0
user256,68448,9.7
user264,68448,6.0
user265,68448,7.88
user271,68448,7.0
user272,68448,9.5
user273,68448,7.77
user275,68448,6.0
user277,68448,10.0
user279,68448,9.0
user281,68448,9.0
user284,68448,7.0
user286,68448,8.0
user287,68448,7.5
user288,68448,8.0
user289,68448,7.5
user290,68448,8.0
user292,68448,8.0
user296,68448,8.0
user298,68448,9.0
user299,68448,3.0
user3,68448,9.0
user30,68448,10.0
user300,68448,7.0
user305,68448,6.0
user308,68448,7.0
user309,68448,7.5
user310,68448,8.0
user311,68448,7.5
user312,68448,9.0
user314,68448,7.5
user315,68448,7.0
user317,68448,7.0
user318,68448,7.0
user319,68448,8.0
user32,68448,8.0
user320,68448,6.0
user322,68448,7.0
user324,68448,8.0
user325,68448,7.0
user327,68448,7.0
user33,68448,9.0
user331,68448,7.0
user332,68448,7.0
user335,68448,9.5
user336,68448,8.0
user337,68448,7.0
user339,68448,9.0
user340,68448,3.0
user342,68448,6.0
user343,68448,8.0
user344,68448,8.3
user346,68448,9.0
user347,68448,7.0
user35,68448,6.0
user350,68448,9.0
user352,68448,5.0
user357,68448,7.0
user360,68448,9.0
user363,68448,7.0
user365,68448,9.0
user366,68448,8.0
user369,68448,8.0
user372,68448,7.0
user374,68448,9.0
user377,68448,8.0
user38,68448,8.0
user381,68448,6.0
user385,68448,9.0
user389,68448,8.0
user390,68448,6.0
user391,68448,7.5
user394,68448,9.0
user395,68448,7.0
user396,68448,6.5
user4,68448,9.0
user400,68448,10.0
user402,68448,8.5
user403,68448,8.0
user404,68448,10.0
user406,68448,8.0
user409,68448,5.9
user41,68448,7.0
user411,68448,8.0
user412,68448,9.0
user413,68448,8.0
user415,68448,8.0
user417,68448,4.0
user426,68448,8.0
user427,68448,8.343
user428,68448,10.0
user430,68448,8.5
user436,68448,6.5
user439,68448,9.0
user44,68448,7.0
user443,68448,9.5
user446,68448,9.0
user451,68448,10.0
user454,68448,7.0
user455,68448,7.0
user457,68448,7.0
user46,68448,8.0
user461,68448,8.0
user467,68448,8.0
user468,68448,5.0
user469,68448,8.0
user474,68448,6.0
user482,68448,7.9
user483,68448,9.0
user485,68448,8.0
user487,68448,9.0
user491,68448,7.5
user505,68448,8.0
user508,68448,8.0
user513,68448,8.0
user517,68448,8.0
user518,68448,8.0
user520,68448,9.0
user527,68448,9.0
user528,68448,9.0
user529,68448,9.0
user530,68448,7.0
user531,68448,6.0
user534,68448,9.0
user536,68448,8.0
user537,68448,10.0
user539,68448,9.0
user544,68448,7.0
user545,68448,10.0
user548,68448,6.5
user550,68448,10.0
user553,68448,7.0
user555,68448,9.0
user56,68448,9.0
user561,68448,7.0
user563,68448,7.0
user564,68448,9.0
user566,68448,8.0
user577,68448,8.0
user585,68448,7.0
user594,68448,7.0
user596,68448,7.0
user598,68448,8.5
user6,68448,8.0
user601,68448,7.0
user605,68448,6.0
user606,68448,9.0
user608,68448,9.0
user609,68448,7.0
user613,68448,5.0
user617,68448,8.0
user621,68448,8.0
user623,68448,7.0
user625,68448,7.5
user63,68448,8.0
user630,68448,8.4
user632,68448,5.0
user635,68448,7.0
user638,68448,7.0
user639,68448,8.0
user64,68448,8.0
user640,68448,9.0
user642,68448,8.0
user645,68448,7.0
user65,68448,6.5
user653,68448,6.0
user654,68448,7.0
user659,68448,9.0
user660,68448,8.0
user662,68448,8.5
user664,68448,8.2
user665,68448,6.0
user666,68448,7.0
user668,68448,7.5
user67,68448,5.0
user670,68448,4.0
user672,68448,9.0
user674,68448,9.0
user677,68448,8.0
user682,68448,8.5
user683,68448,8.0
user685,68448,9.5
user686,68448,7.6
user688,68448,6.0
user689,68448,5.0
user690,68448,8.0
user692,68448,8.8
user696,68448,9.0
user700,68448,8.0
user707,68448,7.5
user708,68448,6.0
user709,68448,7.0
user710,68448,8.0
user711,68448,7.0
user712,68448,7.0
user713,68448,8.0
user715,68448,7.0
user716,68448,9.0
user718,68448,8.0
user719,68448,6.0
user720,68448,8.0
user721,68448,8.5
user722,68448,7.0
user726,68448,7.0
user73,68448,7.0
user733,68448,9.0
user736,68448,5.5
user741,68448,7.0
user745,68448,9.0
user747,68448,9.0
user750,68448,8.0
user751,68448,8.0
user753,68448,8.0
user756,68448,7.0
user758,68448,8.0
user761,68448,7.0
user763,68448,6.0
user768,68448,9.0
user77,68448,7.8
user777,68448,8.9
user781,68448,9.0
user783,68448,9.0
user787,68448,7.0
user788,68448,8.5
user790,68448,7.0
user795,68448,8.0
user797,68448,8.0
user801,68448,8.0
user803,68448,6.2
user809,68448,8.6
user813,68448,7.0
user820,68448,10.0
user822,68448,9.0
user823,68448,9.0
user829,68448,4.0
user83,68448,9.0
user830,68448,6.0
user833,68448,6.4
user835,68448,7.0
user837,68448,7.0
user839,68448,7.5
user840,68448,7.0
user841,68448,7.0
user846,68448,6.0
user851,68448,8.0
user855,68448,8.1
user859,68448,8.0
user86,68448,8.0
user863,68448,7.0
user865,68448,8.0
user866,68448,8.1
user867,68448,9.0
user870,68448,9.0
user873,68448,7.0
user876,68448,8.0
user884,68448,8.0
user885,68448,7.5
user889,68448,9.5
user892,68448,7.0
user896,68448,6.0
user899,68448,7.0
user901,68448,8.0
user904,68448,7.0
user905,68448,9.0
user906,68448,8.0
user907,68448,8.5
user908,68448,7.0
user909,68448,9.0
user912,68448,7.5
user913,68448,7.2
user914,68448,7.0
user915,68448,8.0
user916,68448,8.0
user917,68448,8.5
user92,68448,9.0
user920,68448,8.0
user921,68448,8.0
user926,68448,7.0
user927,68448,8.0
user928,68448,7.0
user93,68448,9.0
user930,68448,6.5
user936,68448,6.0
user937,68448,2.0
user939,68448,8.0
user94,68448,8.5
user940,68448,8.0
user943,68448,9.0
user944,68448,8.0
user946,68448,6.0
user948,68448,6.5
user950,68448,7.0
user955,68448,9.0
user956,68448,9.0
user957,68448,9.0
user96,68448,8.0
user961,68448,8.0
user962,68448,7.0
user964,68448,9.0
user965,68448,9.0
user967,68448,7.0
user973,68448,9.4
user978,68448,7.0
user98,68448,8.2
user981,68448,9.0
user982,68448,6.0
user985,68448,9.0
user986,68448,7.0
user987,68448,10.0
user988,68448,8.0
user989,68448,7.0
user99,68448,7.5
user995,68448,10.0
user996,68448,7.0
user997,68448,7.0
user1,4098,7.0
user1052,4098,8.0
user1083,4098,9.0
user1085,4098,9.5
user1098,4098,5.0
user1111,4098,8.0
user1145,4098,3.0
user1150,4098,7.0
user1158,4098,6.0
user1160,4098,7.0
user1176,4098,7.0
user118,4098,1.0
user1200,4098,8.0
user1203,4098,10.0
user1222,4098,6.0
user1226,4098,8.0
user1251,4098,1.0
user1268,4098,9.6
user1281,4098,10.0
user13,4098,9.0
user1305,4098,9.0
user1314,4098,9.0
user1332,4098,10.0
user1337,4098,8.5
user135,4098,6.0
user273,4098,6.0
user275,4098,6.0
user279,4098,9.0
user284,4098,8.0
user290,4098,8.0
user299,4098,3.0
user301,4098,9.0
user310,4098,7.0
user315,4098,7.0
user320,4098,5.0
user339,4098,8.0
user352,4098,6.0
user357,4098,7.0
user370,4098,8.4
user396,4098,7.0
user404,4098,4.0
user415,4098,7.0
user427,4098,8.955
user430,4098,8.0
user446,4098,10.0
user448,4098,4.0
user467,4098,7.0
user468,4098,9.0
user482,4098,7.5
user485,4098,6.0
user499,4098,8.0
user501,4098,9.0
user508,4098,9.0
user6,4098,10.0
user605,4098,7.5
user613,4098,8.0
user632,4098,8.0
user656,4098,9.0
user664,4098,6.0
user670,4098,7.0
user837,4098,5.0
user840,4098,7.6
user865,4098,2.0
user870,4098,8.0
user873,4098,9.0
user898,4098,8.0
user901,4098,7.0
user907,4098,6.0
user914,4098,10.0
user916,4098,5.0
user93,4098,4.0
user948,4098,9.0
user989,4098,3.0
user1,31260,10.0
user1001,31260,9.0
user1002,31260,10.0
user1020,31260,8.0
user1024,31260,6.0
user1025,31260,5.0
user1026,31260,8.0
user1027,31260,8.0
user1034,31260,8.0
user105,31260,4.0
user1052,31260,6.0
user1055,31260,10.0
user1061,31260,6.0
user1067,31260,6.0
user1071,31260,7.0
user1073,31260,8.0
user1076,31260,9.0
user1077,31260,2.0
user1078,31260,8.0
user1080,31260,3.0
user1082,31260,7.0
user1083,31260,10.0
user1085,31260,9.0
user1091,31260,6.5
user1095,31260,8.0
user1098,31260,4.0
user1110,31260,6.0
user1111,31260,8.0
user1121,31260,9.0
user1122,31260,10.0
user1123,31260,9.0
user1126,31260,8.0
user1127,31260,9.0
user1130,31260,7.5
user1134,31260,6.0
user1137,31260,8.9
user1138,31260,9.0
user1145,31260,9.0
user1147,31260,8.0
user1149,31260,6.0
user1150,31260,8.0
user1158,31260,5.5
user1160,31260,6.0
user1165,31260,8.0
user1175,31260,7.0
user1176,31260,10.0
user1183,31260,9.0
user1186,31260,9.0
user1187,31260,4.0
user1188,31260,7.5
user1195,31260,8.0
user1198,31260,9.0
user12,31260,7.0
user120,31260,9.0
user1200,31260,8.5
user1201,31260,9.0
user1203,31260,6.0
user1208,31260,8.0
user1210,31260,8.5
user1211,31260,7.0
user1218,31260,7.0
user1219,31260,8.0
user1222,31260,6.0
user1224,31260,7.0
user1225,31260,7.0
user1226,31260,10.0
user1229,31260,8.0
user123,31260,9.255
user1230,31260,9.0
user1231,31260,6.0
user1233,31260,8.0
user1236,31260,7.0
user1244,31260,6.0
user1247,31260,8.0
user1251,31260,4.0
user1253,31260,7.0
user1254,31260,7.0
user1259,31260,8.0
user1265,31260,8.5
user1268,31260,10.0
user1272,31260,9.0
user1274,31260,8.0
user1281,31260,10.0
user1282,31260,8.0
user1285,31260,8.0
user1286,31260,7.7
user1288,31260,10.0
user1294,31260,8.0
user13,31260,10.0
user1302,31260,6.0
user1303,31260,9.0
user1306,31260,6.8
user1308,31260,9.0
user1311,31260,7.0
user1314,31260,8.5
user1315,31260,9.0
user1319,31260,8.0
user132,31260,5.0
user1326,31260,6.0
user1328,31260,9.0
user133,31260,8.0
user1330,31260,7.0
user1337,31260,10.0
user1339,31260,8.7
user1343,31260,8.0
user1344,31260,7.0
user1349,31260,8.0
user135,31260,10.0
user1352,31260,6.0
user1354,31260,9.0
user1357,31260,9.0
user1361,31260,9.0
user1363,31260,7.0
user1366,31260,10.0
user1367,31260,10.0
user1376,31260,7.5
user1378,31260,8.5
user1379,31260,2.0
user1385,31260,9.0
user140,31260,7.0
user152,31260,8.0
user154,31260,10.0
user158,31260,9.0
user16,31260,10.0
user162,31260,7.0
user167,31260,9.5
user176,31260,8.0
user178,31260,6.0
user188,31260,7.5
user196,31260,8.0
user199,31260,6.0
user20,31260,7.3
user200,31260,8.0
user207,31260,9.5
user208,31260,7.0
user216,31260,7.0
user245,31260,7.0
user246,31260,7.0
user264,31260,10.0
user266,31260,6.0
user270,31260,9.0
user271,31260,7.0
user272,31260,8.5
user273,31260,8.75
user275,31260,5.0
user277,31260,7.5
user279,31260,9.0
user281,31260,9.5
user284,31260,10.0
user287,31260,8.2
user288,31260,8.5
user289,31260,7.0
user290,31260,7.0
user293,31260,7.0
user298,31260,8.0
user299,31260,5.0
user3,31260,8.0
user30,31260,9.0
user301,31260,9.0
user305,31260,9.0
user309,31260,9.5
user310,31260,10.0
user311,31260,7.0
user312,31260,9.0
user313,31260,9.0
user315,31260,7.0
user316,31260,9.0
user318,31260,6.0
user319,31260,7.0
user320,31260,5.0
user321,31260,8.0
user322,31260,9.0
user325,31260,7.0
user33,31260,10.0
user339,31260,9.0
user34,31260,7.0
user342,31260,7.0
user345,31260,7.0
user346,31260,10.0
user347,31260,8.0
user35,31260,3.0
user352,31260,7.0
user357,31260,6.5
user360,31260,7.0
user363,31260,5.5
user365,31260,7.0
user366,31260,10.0
user37,31260,7.75
user370,31260,9.5
user374,31260,9.0
user383,31260,6.5
user385,31260,7.0
user387,31260,8.0
user390,31260,4.0
user392,31260,8.0
user394,31260,7.0
user396,31260,2.0
user4,31260,6.7
user401,31260,5.0
user404,31260,8.0
user406,31260,9.0
user41,31260,8.0
user411,31260,8.0
user413,31260,6.0
user415,31260,10.0
user421,31260,8.0
user427,31260,7.962000000000001
user430,31260,9.0
user435,31260,8.0
user44,31260,7.0
user441,31260,10.0
user443,31260,6.5
user446,31260,9.0
user448,31260,5.0
user455,31260,9.0
user461,31260,7.0
user463,31260,9.0
user467,31260,8.0
user468,31260,10.0
user469,31260,8.0
user471,31260,9.0
user472,31260,9.0
user482,31260,9.3
user485,31260,8.0
user486,31260,7.0
user488,31260,9.0
user491,31260,4.7
user504,31260,8.0
user508,31260,7.0
user51,31260,6.0
user511,31260,7.0
user513,31260,8.0
user522,31260,7.0
user526,31260,8.0
user527,31260,7.1
user534,31260,10.0
user539,31260,9.0
user543,31260,7.5
user545,31260,9.0
user548,31260,7.5
user549,31260,7.0
user55,31260,10.0
user551,31260,10.0
user553,31260,8.0
user561,31260,8.0
user562,31260,10.0
user564,31260,7.0
user566,31260,7.0
user567,31260,7.5
user570,31260,8.0
user572,31260,4.0
user573,31260,8.75
user575,31260,5.0
user584,31260,10.0
user585,31260,8.5
user586,31260,9.0
user6,31260,8.0
user603,31260,6.0
user605,31260,7.5
user606,31260,9.0
user607,31260,5.0
user613,31260,7.0
user617,31260,8.0
user623,31260,10.0
user625,31260,8.5
user627,31260,7.0
user63,31260,7.0
user630,31260,7.0
user632,31260,7.7
user633,31260,8.5
user637,31260,1.0
user642,31260,8.0
user654,31260,10.0
user656,31260,9.0
user660,31260,9.0
user662,31260,8.3
user664,31260,8.5
user665,31260,6.0
user667,31260,8.0
user668,31260,7.0
